Data Table for Total Cases - District of Columbia
Date generated: Mon Dec 05 2022 12:38:07 GMT-0500 (Eastern Standard Time)
Geography,Date,Total Cases
District of Columbia,Jul  7 2021,49423
District of Columbia,Jun 30 2021,49355
District of Columbia,Jun 23 2021,49284
District of Columbia,Jun 16 2021,49223
District of Columbia,Jun  9 2021,49127
District of Columbia,Jun  2 2021,49011
District of Columbia,May 26 2021,48822
District of Columbia,May 19 2021,48634
District of Columbia,May 12 2021,48336
District of Columbia,May  5 2021,48041
District of Columbia,Apr 28 2021,47533
District of Columbia,Apr 21 2021,46941
District of Columbia,Apr 14 2021,46209
District of Columbia,Apr  7 2021,45328
District of Columbia,Mar 31 2021,44513
District of Columbia,Mar 24 2021,43595
District of Columbia,Mar 17 2021,42811
District of Columbia,Mar 10 2021,42006
District of Columbia,Mar  3 2021,40818
District of Columbia,Feb 24 2021,39943
District of Columbia,Feb 17 2021,39180
District of Columbia,Feb 10 2021,38348
District of Columbia,Feb  3 2021,37199
District of Columbia,Jan 27 2021,35865
District of Columbia,Jan 20 2021,34403
District of Columbia,Jan 13 2021,32600
District of Columbia,Jan  6 2021,30482
District of Columbia,Dec 30 2020,28758
District of Columbia,Dec 23 2020,27226
District of Columbia,Dec 16 2020,25602
District of Columbia,Dec  9 2020,23854
District of Columbia,Dec  2 2020,21842
District of Columbia,Nov 25 2020,20516
District of Columbia,Nov 18 2020,19465
District of Columbia,Nov 11 2020,18379
District of Columbia,Nov  4 2020,17601
District of Columbia,Oct 28 2020,16973
District of Columbia,Oct 21 2020,16498
District of Columbia,Oct 14 2020,16132
District of Columbia,Oct  7 2020,15697
District of Columbia,Sep 30 2020,15326
District of Columbia,Sep 23 2020,15050
District of Columbia,Sep 16 2020,14743
District of Columbia,Sep  9 2020,14387
District of Columbia,Sep  2 2020,14077
District of Columbia,Aug 26 2020,13722
District of Columbia,Aug 19 2020,13354
District of Columbia,Aug 12 2020,12959
District of Columbia,Aug  5 2020,12443
District of Columbia,Jul 29 2020,11999
District of Columbia,Jul 22 2020,11529
District of Columbia,Jul 15 2020,11026
District of Columbia,Jul  8 2020,10642
District of Columbia,Jul  1 2020,10365
District of Columbia,Jun 24 2020,10128
District of Columbia,Jun 17 2020,9847
District of Columbia,Jun 10 2020,9537
District of Columbia,Jun  3 2020,9016
District of Columbia,May 27 2020,8406
District of Columbia,May 20 2020,7551
District of Columbia,May 13 2020,6584
District of Columbia,May  6 2020,5461
District of Columbia,Apr 29 2020,4106
District of Columbia,Apr 22 2020,3206
District of Columbia,Apr 15 2020,2197
District of Columbia,Apr  8 2020,1440
District of Columbia,Apr  1 2020,586
District of Columbia,Mar 25 2020,231
District of Columbia,Mar 18 2020,39
District of Columbia,Mar 11 2020,2
District of Columbia,Mar  4 2020,0
District of Columbia,Feb 26 2020,0
District of Columbia,Feb 19 2020,0
District of Columbia,Feb 12 2020,0
District of Columbia,Feb  5 2020,0
District of Columbia,Jan 29 2020,0
